gene_symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ABCC3	20.5431381227192	1.83684855781126	1.2376836599627	1.48410180826546	0.137781913582743	0.99987645342464
ABCC4	90.999195285327	0.13734884914276	0.455200036309522	0.301732948565423	0.762855648893518	0.99987645342464
ABCC5	53.6034046361444	-0.256712702012545	0.918321205702778	-0.279545653980719	0.779826107033604	0.99987645342464
ABCC6	87.2543179162178	0.0716313026007014	0.391035122120726	0.18318380766469	0.854653799003574	0.99987645342464
ABCC8	5.58866083430582	0.0755313212784176	1.34872182779615	0.0560021493845309	0.955340094889124	0.99987645342464
ABCC9	2146.70355973856	-0.169227061976278	0.475049664492995	-0.356230252592408	0.72166813772749	0.99987645342464
ABCD1	11.0683453297693	1.00363238557847	0.920769931154246	1.08999257210794	0.275716416075157	0.99987645342464
ABCD2	27.5724955037244	-1.5898753128581	1.29295951697137	-1.22964044271257	0.218831778344469	0.99987645342464
ABCD3	26.13926875823	-0.884796407359885	1.15993400025499	-0.762798924046867	0.445583322901137	0.99987645342464
ABCD4	22.6342735746781	0.0465751851728639	0.835084916546751	0.0557729929615564	0.955522649939785	0.99987645342464
ABCE1	32.4628811039013	0.321693926484739	1.20426754037348	0.267128288108614	0.789370387960632	0.99987645342464
ABCF1	48.6614743364978	0.31507020549858	0.402359689007441	0.783056091617452	0.433594173996191	0.99987645342464
ABCF2	20.9732083427442	0.600330169863395	0.785326741413476	0.76443362769347	0.444608875537718	0.99987645342464
ABCF3	23.6184489864073	-0.102284997324759	0.509061681745909	-0.200928494507691	0.840754486658428	0.99987645342464
ABCG1	35.119544575021	0.223594730018279	0.67095867238435	0.333246650235107	0.738948106803458	0.99987645342464
ABCG2	4.74126202433233	1.43229618451812	1.38984230334661	1.03054582600435	0.302753851849239	0.99987645342464
ABCG5	1.60694005300611	1.82077182059172	2.39662682158169	0.759722708681895	0.447420351786123	NA
ABHD1	2.52211205111467	0.00441125529737305	1.1888655795776	0.00371047439941896	0.997039476556678	NA
ABHD10	7.73870954607211	0.616822655381032	1.28527674507022	0.479914273518838	0.631288351391756	0.99987645342464
ABHD11	1.9158601432198	3.26196420688317	1.56436711947184	2.08516541052363	0.0370542884698565	NA
ABHD12	20.939417698482	0.0540845899936813	0.580714756667634	0.093134519783929	0.925796693785558	0.99987645342464
ABHD12B	2.01727034801091	-1.31328337139225	1.58458758024579	-0.828785601858968	0.407225736943585	NA
ABHD13	12.0447324737561	-0.362662528550653	1.23330702045037	-0.294056972462718	0.768714369020307	0.99987645342464
ABHD14A	9.51696777401626	0.901426090663906	0.890269478303549	1.01253172509251	0.311283885753422	0.99987645342464
ABHD14A-ACY1	1.28042268288617	1.29108979921767	1.63556242633424	0.789385827425355	0.429886536760407	NA
ABHD14B	9.56910775091381	-0.831303916418213	0.816069883429678	-1.01866755935719	0.308360818677742	0.99987645342464
ABHD15	12.8116509910821	-0.937186499274572	0.700706990940687	-1.33748701153447	0.18106371915108	0.99987645342464
ABHD16A	22.6477576553312	-0.165651191306131	0.670660753675888	-0.246996995721306	0.804910549124919	0.99987645342464
ABHD16B	4.13150726951617	-0.472117211449351	1.50405031757554	-0.313897218685065	0.753599102871063	0.99987645342464
ABHD17A	21.0824219708813	1.03691901869064	0.628006949868745	1.65112666174691	0.0987127142154892	0.99987645342464
ABHD17B	10.8064883378179	0.559233227483618	1.06861898934764	0.523323310794815	0.600749281762754	0.99987645342464
ABHD17C	1.30309345293252	2.63510176372033	2.46813883588985	1.06764729982067	0.285679638906438	NA
ABHD18	13.4855676462784	-0.196831689333593	1.08531624972764	-0.181358833780465	0.856085928898158	0.99987645342464
ABHD2	35.4073938596433	0.463141293745492	0.63745976474168	0.726542002118631	0.467506568369952	0.99987645342464
ABHD3	19.0817933842552	-0.425691378657051	0.876068479602813	-0.485911077236849	0.627030214198842	0.99987645342464
ABHD4	7.45613465019371	-0.010345011220935	0.949984539078176	-0.01088966272122	0.991311477963769	0.99987645342464
ABHD5	247.49137888072	-0.0700444311179617	0.391859208816969	-0.178748972952371	0.858134813536102	0.99987645342464
ABHD6	6.82306150197675	-0.244581592672203	1.06745332353506	-0.229126264614764	0.818770780200326	0.99987645342464
ABHD8	5.00527903423794	-1.25715745186334	0.86240836657014	-1.45772872874964	0.144915329983739	0.99987645342464
ABI1	38.675600151538	0.0835343845284806	0.876603080455743	0.0952932819778038	0.924081878577539	0.99987645342464
ABI2	122.251202941632	-0.00990232916146267	0.462989633397427	-0.0213877988774807	0.98293630642616	0.99987645342464
ABI3	8.27720008551129	-0.235208231588827	1.33398462153451	-0.176320047316784	0.860042513277595	0.99987645342464
ABI3BP	287.080647915265	1.51860873341139	1.13880582216731	1.33350980812626	0.182364558974	0.99987645342464
ABITRAM	2.9924073942461	-1.04627214500319	1.29532939828814	-0.807726703636852	0.41924792761223	0.99987645342464
ABL1	84.4934006477875	1.36188223179655	0.846245287572308	1.609323268084	0.107545673824504	0.99987645342464
ABL2	49.5134492582894	0.888460077244208	1.16567176315924	0.762187182810599	0.445948294737191	0.99987645342464
ABLIM1	77.3088811703402	-0.553558780399594	1.07508990718113	-0.514895337312782	0.606626159299204	0.99987645342464
ABLIM2	3.45421658036667	-0.88579231112351	1.21141316306673	-0.731205783566938	0.464653468047742	0.99987645342464
ABLIM3	53.1674418013387	-1.69281118193252	1.10391596613086	-1.53346018525821	0.125162509424943	0.99987645342464
ABO	1.27792046130619	-3.60312293395523	2.29503420241919	-1.5699648093075	0.116423298443891	NA
ABR	68.1276882371396	-0.429423674832924	0.449024755122585	-0.956347439498496	0.338896729914761	0.99987645342464
ABRA	2.55224614007479	0.288716538758937	1.31015142996207	0.220368830775001	0.825583918183507	NA
ABRACL	4.32485072744089	0.854870379281488	1.03152840905534	0.828741478932573	0.407250709155035	0.99987645342464
ABRAXAS1	1614.76207627509	-0.168908593715679	0.416010041359149	-0.406020472880502	0.684727557792018	0.99987645342464
ABRAXAS2	7.71244238708114	0.609418395365962	1.2017841471133	0.507094719821186	0.612088359689887	0.99987645342464
ABT1	5.6514641128154	0.758393399738666	0.995964811351326	0.761466058936035	0.446378744090196	0.99987645342464
ABTB1	25.8822074533304	-0.43203241148007	0.995434352599858	-0.434013966216552	0.664278299217854	0.99987645342464
ABTB2	13.3114441843591	-0.258997797450752	1.11198882292342	-0.232914029450265	0.815828164089641	0.99987645342464
ACAA1	21.5514925731041	0.712981340589332	0.582059460620531	1.22492870372595	0.220602084419312	0.99987645342464
ACAA2	38.6892556796991	0.0186186441983454	1.0506714978555	0.0177207093143266	0.985861659597443	0.99987645342464
ACACA	108.270149598448	-0.45297245746289	0.680711941816136	-0.665439269736274	0.505769574820121	0.99987645342464
ACACB	971.648995638015	-1.66383033972419	1.14583714448608	-1.45206528495848	0.146483453419111	0.99987645342464
ACAD10	34.792907472837	-0.116941230804263	0.439192226978462	-0.266264345361462	0.79003563047506	0.99987645342464
ACAD11	41.7143751287154	-0.754875710269215	1.09676204967562	-0.688276650794473	0.491278582509982	0.99987645342464
ACAD8	9.17732938212861	0.874184734139358	0.898480352086529	0.972959210637439	0.330573575004819	0.99987645342464
ACAD9	63.2611856573837	-0.0725580941847264	0.413454515923314	-0.175492324766829	0.860692801146562	0.99987645342464
ACADL	7.81141734856275	-0.410308015986594	1.39047942916886	-0.295083844736812	0.767929830573789	0.99987645342464
ACADM	136.540349191993	0.107543732234179	0.37638487497139	0.285728092135355	0.7750863868639	0.99987645342464
ACADS	10.37848370032	-1.48238743527278	0.675392828525597	-2.19485219958417	0.0281742016342972	0.811604514439905
ACADSB	10.6234582911839	-0.382113515651828	1.22170900636071	-0.312769664185492	0.754455664340776	0.99987645342464
ACADVL	194.641953187795	-0.280264384394154	0.421236089937625	-0.66533801611266	0.505834320444308	0.99987645342464
ACAN	8.78005582234447	1.80028843571271	1.22140733564233	1.47394598278383	0.140496135671471	0.99987645342464
ACAP1	23.6941508809012	0.74254068106907	0.825009873091886	0.900038539279844	0.368099741581393	0.99987645342464
ACAP2	70.2542124280641	0.661795678051394	1.04055231930692	0.636004231379923	0.524773664080775	0.99987645342464
ACAP3	48.1981559271649	-1.20376998131766	0.846682123623412	-1.42174961267173	NA	NA
ACAT1	28.2100249268808	-0.66075408643631	1.2825197734474	-0.515199921370576	0.606413323980469	0.99987645342464
ACAT2	9.24497683380618	1.39120073339083	0.980491198762707	1.41888140877389	0.155933593273434	0.99987645342464
ACBD3	35.816982659134	0.352488666333263	0.486479783704711	0.724570019434189	0.468715857007253	0.99987645342464
ACBD4	5.8896680549351	0.51598049063547	1.0704496349664	0.48202220242867	0.629790174163228	0.99987645342464
ACBD5	45.2156991941824	0.246370303463818	0.444560297898171	0.554188722269235	0.579449695695131	0.99987645342464
ACBD6	15.9574419423519	-0.817432872370139	0.793323412862602	-1.03039045503591	0.302826752090998	0.99987645342464
ACCS	19.9016108307397	0.406489859935633	0.816470098420584	0.497862519058524	0.618580946706205	0.99987645342464
ACD	6.71392309542007	0.961147854887457	0.778041771087988	1.23534222789018	0.216703164012818	0.99987645342464
ACE	19.0492237489356	0.00628930424894003	0.63829105015482	0.00985334863682411	0.992138292464214	0.99987645342464
ACE2	1.83399310002342	-2.82970398801097	2.1530061483656	-1.31430371908555	NA	NA
ACER2	8.0838503089851	-0.694415646365216	1.20987669006365	-0.573955719676429	0.565997766086151	0.99987645342464
ACER3	16.1072828795647	-0.768832604544743	0.779156026734037	-0.986750507170475	0.323764963109059	0.99987645342464
ACHE	2.85535377714792	4.90915432225636	1.61517534842001	3.03939403672707	0.00237054577929295	0.330408883244056
ACIN1	157.121812162964	0.264646421010641	0.548093105998373	0.482849388387356	0.629202680179069	0.99987645342464
ACKR1	27.2248090930479	-0.245660511677261	0.918173433759812	-0.267553495499548	0.789043031361901	0.99987645342464
ACKR2	3.42090015924614	0.544945254219958	1.51295178256665	0.360186795441348	0.718707448668422	0.99987645342464
ACKR3	28.2110506599632	0.234409951089479	1.09180401165366	0.21469966091665	0.830001486963942	0.99987645342464
ACKR4	8.74713038075271	0.778945862231596	1.21112828176922	0.643157189834348	0.520122108552619	0.99987645342464
ACLY	90.7699322788586	0.234536930958	0.515637043481168	0.454848878534006	0.649217963041048	0.99987645342464
ACMSD	1.10842185680566	1.45698692248678	1.98844205949822	0.732727873828242	0.463724419751826	NA
ACO1	101.782966939343	-1.27713838540085	0.744203972320862	-1.71611336797624	0.0861412949925578	0.99987645342464
ACO2	201.13028184239	-0.037018254172186	0.361061293611397	-0.10252623260146	0.918338991953303	0.99987645342464
ACOT1	3.33329177262944	0.531233441412755	1.65549768362694	0.320890477024955	0.748293390859468	0.99987645342464
ACOT11	14.5804349982814	1.00311404113713	0.698906974392149	1.43526116906983	0.151212688610743	0.99987645342464
ACOT13	6.90022195633996	-0.434956746110264	1.25796976133925	-0.345760891459906	0.729522418475578	0.99987645342464
ACOT2	15.9897178225941	-0.524700110004395	1.19511360693287	-0.439037851264185	0.660634109978316	0.99987645342464
ACOT4	3.75222083014645	0.460711747740189	1.27907952045696	0.360190074480746	0.718704996699592	0.99987645342464
ACOT6	0.982806816445083	-0.948536031424584	2.25108595497206	-0.421368197571273	0.673486238128778	NA
ACOT7	5.22157717378279	2.34391818021226	1.39258755629947	1.68313882284054	0.0923482204697882	0.99987645342464
ACOT8	9.13955225721453	-0.359679261698255	0.700410416340329	-0.513526431513673	0.607583126565162	0.99987645342464
ACOT9	20.6745644696669	0.0154707024321316	1.10821309033388	0.0139600430342062	0.98886185896806	0.99987645342464
ACOX1	55.2975365798321	-0.0210339605811273	0.93819990184256	-0.0224194870835288	0.982113335813293	0.99987645342464
ACOX2	10.9037113105075	0.00833366314363145	1.25097599635712	0.0066617290562723	0.994684748551711	0.99987645342464
ACOX3	17.1615626711795	-0.0728977243787651	0.561192863288704	-0.129897810801744	0.896647276341758	0.99987645342464
ACOXL	1.15757741713119	2.48742266084458	2.01388743687906	1.23513490143191	0.216780302021379	NA
ACP1	9.77012289960235	-0.285525923600474	0.968625979024416	-0.294774174741886	0.768166395874149	0.99987645342464
ACP2	15.5442757795212	0.956589265525479	0.693284013888043	1.3797942060726	0.167650017072973	0.99987645342464
ACP3	0.742277025442217	-1.63330639981471	2.06676489874122	-0.790271985366834	0.42936894388284	NA
ACP4	1.74181949734517	4.2291786041884	1.66790003886601	2.53563073663801	0.0112245022308368	NA
ACP5	5.86564963228755	0.545334730663795	0.911268407309838	0.598434803938481	0.549549848707312	0.99987645342464
ACP6	4.35284132052326	-0.196242965037121	1.26768540042813	-0.154804153278759	0.876975716842357	0.99987645342464
ACR	1.39017354789789	0.530897089836152	1.61693689777889	0.328335070196877	0.742658330408399	NA
ACRBP	6.11907114246177	0.439879072781065	1.26765296497453	0.347002756223508	0.728589248116068	0.99987645342464
ACRV1	0.938307037684443	3.28110420179576	2.81117559157887	1.16716444594376	0.243143966020524	NA
ACSBG1	1.48780333083922	1.87169363168593	1.65618440975678	1.13012392862749	0.258424008193906	NA
ACSBG2	1.32232748407271	0.0767657589863514	1.39838328781653	0.0548960786754076	0.95622125593374	NA
ACSF2	15.2876221899665	0.192330198689329	1.24023734261227	0.155075316700455	0.876761941180765	0.99987645342464
ACSF3	15.078865614557	-0.0411542108555682	0.643439802761451	-0.0639596908350193	0.949002323110682	0.99987645342464
ACSL1	333.058459932375	-0.288680872795975	1.20312438568336	-0.239942666137556	0.81037470402557	0.99987645342464
ACSL3	46.3913224251263	0.561573388441229	0.721429733922849	0.778417303910688	0.436323040884116	0.99987645342464
ACSL4	35.8928741615729	0.512207462110446	0.988679156050355	0.518072479808969	0.604407700474323	0.99987645342464
ACSL5	46.5937858534878	0.833340664182784	1.10826467656853	0.751932892748164	0.452091416156489	0.99987645342464
ACSL6	1.43621205567088	3.85217763092127	2.68205370977284	1.43627907856011	0.150922944819861	NA
ACSM2B	1.52214606126595	-1.79705536391747	1.82608277987764	-0.984103997759556	0.325064381499329	NA
ACSM3	40.7371990191999	-0.841441123852304	0.489778420627267	-1.71800366944435	0.085795945971339	0.99987645342464
ACSM4	3.1169801219293	0.74345363555816	1.27530421270986	0.582961796996198	0.559919018179871	0.99987645342464
ACSM5	6.86374901171155	-1.78901408504125	1.32723465805843	-1.3479259859431	0.177682189174922	0.99987645342464
ACSM6	5.94165043625405	0.981889800795022	1.23046237415599	0.7979844174175	0.424879532891971	0.99987645342464
ACSS1	19.3954591073561	1.14224230363888	0.806382416535014	1.41650199733649	0.156628579789473	0.99987645342464
ACSS2	88.9715597719842	-0.543117598773544	0.464676011216342	-1.1688092039696	0.242480511283859	0.99987645342464
ACSS3	60.5277119261778	0.269418204810059	1.11376847250326	0.241897855309663	0.808859312007506	0.99987645342464
ACTA1	2.23220657233808	0.25129563016917	1.37565188894974	0.182673852438807	0.855053933242422	NA
ACTA2	109.443963576232	-0.463936336146954	0.636187846327292	-0.729244261463427	0.465852260830498	0.99987645342464
ACTB	1000.48879944777	0.236890809412917	0.603435842845919	0.392570000972587	0.694637100071155	0.99987645342464
ACTC1	18.1795589526396	0.309751330207004	1.56093981060461	0.198438996880364	0.842701608949267	0.99987645342464
ACTG1	323.831805453884	-0.364646541218003	0.586764736735048	-0.621452719273855	0.534301794094673	0.99987645342464
ACTG2	11.7318612052387	-0.841844922820893	1.16034405919973	-0.725513192527998	0.468137254464676	0.99987645342464
ACTL6A	7.50793357026101	-0.104103315707091	1.21765504452405	-0.0854949159659438	0.931867937146036	0.99987645342464
ACTN1	120.127277700727	0.99201876315851	0.729431759062339	1.35998844420171	0.173833580750428	0.99987645342464
ACTN2	1.43359104659937	0.990771317861564	1.62419138119705	0.610008973900202	0.541855863007311	NA
ACTN3	0.817953411741758	3.1127465144922	2.17390496879681	1.43186871513294	0.15218139711496	NA
ACTN4	124.592048654814	-0.0900235770454257	0.571316445930815	-0.157572178582668	0.87479392792713	0.99987645342464
ACTR10	171.61212972619	0.00793945759132189	0.357632621232299	0.0222000374685195	0.982288387703317	0.99987645342464
ACTR1A	26.3733717236388	0.00934892498411691	0.444351773491975	0.0210394681462563	0.983214171608017	0.99987645342464
ACTR1B	13.616985229173	0.51259536568241	0.849681035285633	0.60327975369027	0.546322599416063	0.99987645342464
ACTR2	85.7188965440628	0.446458771466911	0.771520826017496	0.578673648735422	0.56280939975106	0.99987645342464
ACTR3	62.092093975187	0.804374212796318	1.01475229535654	0.792680358031313	0.427964076978406	0.99987645342464
ACTR3B	5.71640158443069	-0.8064380794873	1.06702674113909	-0.755780570809687	0.449780767565391	0.99987645342464
ACTR3C	0.790581249395102	1.0942366513152	2.17144625516447	0.503920669789877	0.614317124878285	NA
ACTR5	5.07532861063936	0.627829054101481	1.13161337601003	0.554808795487333	0.579025450421199	0.99987645342464
ACTR6	12.4603796668152	0.475990889098167	0.981337861417197	0.485042825526741	0.627645967469967	0.99987645342464
ACTR8	12.9549317207047	0.289748300493167	1.03537489255179	0.279848683387573	0.779593599356597	0.99987645342464
ACTRT3	0.752976194105238	-0.134681687632148	2.46064634639312	-0.0547342724929035	0.956350164776488	NA
ACVR1	20.0758074306146	1.00586953361498	0.80463129543494	1.25009993934086	0.211263041955616	0.99987645342464
ACVR1B	13.4161558712768	-0.031129404068166	1.07328471665733	-0.0290038641052455	0.97686150878181	0.99987645342464
ACVR1C	19.133682275995	-2.40107287305615	1.32250590269823	-1.81554794436636	0.0694397450349416	0.99987645342464
ACVR2A	26.6470569910635	0.486708760922311	1.16860162288898	0.416488178168951	0.677052816196526	0.99987645342464
ACVR2B	1.90961685436554	-0.641016960568061	1.36241484665224	-0.470500569003035	0.637997427796494	NA
ACVRL1	15.0065305486007	-0.290257380218479	0.677276775509901	-0.42856538229877	0.668239542722252	0.99987645342464
ACY1	88.6921667950324	-0.371593798429875	0.509494237863417	-0.729338569142936	0.46579458499523	0.99987645342464
ACYP1	4.38296064171319	-0.818731975764516	1.26285921314981	-0.648316112547847	0.516780514779635	0.99987645342464
ACYP2	62.0121718509926	-0.102391859594972	0.887111679005385	-0.115421611526716	0.908110949916746	0.99987645342464
ADA	5.80259213707302	0.871061924451303	0.909902180750503	0.957313811175655	0.33840888637439	0.99987645342464
ADA2	17.5470792622113	1.50797473266699	1.1718406978327	1.28684277261916	0.198149095163423	0.99987645342464
ADAL	5.27663182190917	0.176530137767963	1.26253496064123	0.139821979803478	0.888800646517291	0.99987645342464
ADAM10	97.5192368201937	0.115080562806506	0.381251064148195	0.301849814015924	0.762766554812165	0.99987645342464
ADAM11	1.07796982326602	1.34625809524767	2.00901546479763	0.670108378375912	0.50278870427225	NA
ADAM12	53.9164453325848	0.741693502266436	0.631513777872352	1.17446923290461	0.240207128534512	0.99987645342464
ADAM15	56.851637497227	-0.32004906410403	0.541856135502589	-0.590653206883362	0.554752806775447	0.99987645342464
ADAM17	68.5882817415081	-0.0901273688412387	0.452216922230462	-0.19930118580416	0.842027151643003	0.99987645342464
ADAM19	22.7643364562199	1.49692438898656	0.852848423023308	1.75520567146039	0.0792241341612589	0.99987645342464
ADAM20	8.88990954268427	-0.688779119435326	1.52655036141643	-0.451199735589616	0.651845600204031	0.99987645342464
ADAM21	6.08002760194573	-0.932309509932487	1.30927454482868	-0.712080986844879	0.476414627223058	0.99987645342464
ADAM22	15.1224670109008	0.586968714913252	1.02408795690263	0.573162403636256	0.566534737742054	0.99987645342464
ADAM23	9.40015963901447	1.36083674882269	0.955960213873769	1.4235286459342	0.154582964038089	0.99987645342464
ADAM28	14.0786451612748	1.84330657310498	1.14201825907102	1.61407802236404	0.106510503802304	0.99987645342464
ADAM29	1.22473978498189	3.70702174403105	2.73837319381663	1.35373138781875	0.175822090426543	NA
ADAM32	5.79844092790273	0.579675878596794	1.28072726249244	0.452614616377165	0.650826271974741	0.99987645342464
ADAM33	43.8432748568039	-0.147372396152336	0.836067267478041	-0.176268587331349	0.860082939285097	0.99987645342464
ADAM7	0.55236841702771	-0.184007868946041	2.96189135797823	-0.0621251243569055	0.950463189295372	NA
ADAM8	25.5506823297554	2.09522567070265	1.23280516437139	1.69955945290919	0.0892138226474709	0.99987645342464
ADAM9	98.7423341285707	0.246122733348685	1.10519508184882	0.22269618946997	0.823771967259325	0.99987645342464
ADAMDEC1	4.21793846304842	5.49876014792438	2.0024900842713	2.74596123651986	0.00603338918866886	0.53741354302479
ADAMTS1	194.220249404825	0.686195836865754	0.765106264761892	0.896863440373613	0.36979179064682	0.99987645342464
ADAMTS10	36.4631895206622	0.185125433752636	0.795695812676306	0.232658549666072	0.816026558535632	0.99987645342464
ADAMTS12	38.6056141902606	-0.255923981898652	1.10323351785164	-0.231976256846348	0.816556455118694	0.99987645342464
ADAMTS13	9.28428869705231	-0.635291907751972	0.877733083401695	-0.723787128189209	0.469196432881531	0.99987645342464
ADAMTS14	6.67843063926306	3.05057528285742	1.11951721947583	2.7249025113573	0.00643204758797319	0.542071246312112
ADAMTS15	33.697061605304	-0.681831922199893	0.717011283372171	-0.950936112181071	0.341636808570566	0.99987645342464
ADAMTS16	15.4808860757367	2.42301445526588	1.1837685246278	2.04686507949494	0.0406713336211051	0.891983631882044
ADAMTS17	5.06073722407425	2.50679256528431	1.00801185555805	2.48686813697892	0.0128873156563408	0.634821369324633
ADAMTS18	15.3904570540711	-1.4886927188632	1.34843462673286	-1.10401549274226	0.26958641718156	0.99987645342464
ADAMTS19	9.35931045933923	4.94314076450684	1.58369080459247	3.12127894546868	0.00180067379979	0.295679872150132
ADAMTS2	132.410683283918	0.13830285865242	0.459670637738008	0.300873815506239	0.763510717888191	0.99987645342464
ADAMTS20	0.814869391497042	1.59008971754208	2.92397782549792	0.543810457000064	0.586571912163951	NA
ADAMTS3	9.1518411766838	2.45047092767653	1.18072751829821	2.0753907143694	0.0379503380856421	0.865007089891194
ADAMTS4	51.2528045291996	2.81047573040236	0.8996707291096	3.12389370851698	0.00178474916584059	0.295679872150132
ADAMTS5	43.6524577205819	-0.43780559766024	0.772163389070104	-0.566985697402046	0.570723898931134	0.99987645342464
ADAMTS6	11.2408905884735	0.0106908536589886	1.03768517185159	0.0103025984653056	0.991779861167738	0.99987645342464
ADAMTS7	27.6462372743996	0.191889237767337	0.978096550582582	0.19618639658124	0.84446427511808	0.99987645342464
ADAMTS8	0.945420800754325	1.62545216556476	2.15911469483447	0.752832709375534	0.451550448394042	NA
